INFO 2025-12-06 13:13:03,561 autoreload 667 Watching for file changes with StatReloader
INFO 2025-12-06 17:09:08,726 basehttp 213 "GET /interface/?project=1&page=1&size=10 HTTP/1.1" 200 231
INFO 2025-12-06 17:09:18,511 basehttp 213 "OPTIONS /case/run/ HTTP/1.1" 200 0
INFO 2025-12-06 17:09:18,705 basehttp 213 "POST /case/run/ HTTP/1.1" 200 2583
INFO 2025-12-06 17:09:27,015 basehttp 213 "GET /scene/?project=1 HTTP/1.1" 200 139
INFO 2025-12-06 17:09:27,020 basehttp 213 "OPTIONS /step/?scene=1&page=1&size=10 HTTP/1.1" 200 0
INFO 2025-12-06 17:09:27,048 basehttp 213 "GET /step/?scene=1&page=1&size=10 HTTP/1.1" 200 52
INFO 2025-12-06 17:09:33,753 basehttp 213 "OPTIONS /cronjob/?project=1&page=1&size=10 HTTP/1.1" 200 0
INFO 2025-12-06 17:09:33,810 basehttp 213 "GET /cronjob/?project=1&page=1&size=10 HTTP/1.1" 200 289
INFO 2025-12-06 17:09:39,991 basehttp 213 "OPTIONS /cronjob/1/ HTTP/1.1" 200 0
ERROR 2025-12-06 17:09:40,063 log 253 Internal Server Error: /cronjob/1/
ERROR 2025-12-06 17:09:40,065 basehttp 213 "PATCH /cronjob/1/ HTTP/1.1" 500 40
INFO 2025-12-06 17:09:42,716 basehttp 213 "GET /project/?page=1&size=10 HTTP/1.1" 200 535
INFO 2025-12-06 17:09:53,527 basehttp 213 "OPTIONS /role/ HTTP/1.1" 200 0
INFO 2025-12-06 17:09:53,529 basehttp 213 "OPTIONS /user/?page=1&size=10 HTTP/1.1" 200 0
INFO 2025-12-06 17:09:53,560 basehttp 213 "GET /role/ HTTP/1.1" 200 180
INFO 2025-12-06 17:09:53,593 basehttp 213 "GET /user/?page=1&size=10 HTTP/1.1" 200 1083
INFO 2025-12-06 17:10:03,216 basehttp 213 "GET /swagger HTTP/1.1" 301 0
INFO 2025-12-06 17:10:03,314 basehttp 213 "GET /swagger/ HTTP/1.1" 200 4593
INFO 2025-12-06 17:10:03,344 basehttp 213 "GET /static/drf_spectacular_sidecar/swagger-ui-dist/swagger-ui.css HTTP/1.1" 200 152072
INFO 2025-12-06 17:10:03,346 basehttp 213 "GET /static/drf_spectacular_sidecar/swagger-ui-dist/swagger-ui-standalone-preset.js HTTP/1.1" 200 230007
INFO 2025-12-06 17:10:03,389 basehttp 213 "GET /static/drf_spectacular_sidecar/swagger-ui-dist/swagger-ui-bundle.js HTTP/1.1" 200 1458834
INFO 2025-12-06 17:10:04,076 basehttp 213 "GET /openapi.json HTTP/1.1" 200 210972
INFO 2025-12-06 17:10:10,787 basehttp 213 "GET /interface/?project=1&page=1&size=10 HTTP/1.1" 200 231
INFO 2025-12-06 17:10:33,995 basehttp 213 "GET /environment/?project=1 HTTP/1.1" 200 3145
INFO 2025-12-06 17:10:52,135 basehttp 213 "POST /case/run/ HTTP/1.1" 200 4705
INFO 2025-12-06 17:13:02,054 basehttp 213 "POST /case/run/ HTTP/1.1" 200 5163
INFO 2025-12-06 17:13:14,141 basehttp 213 "POST /case/run/ HTTP/1.1" 200 5189
INFO 2025-12-06 17:13:14,976 basehttp 213 "POST /case/run/ HTTP/1.1" 200 5189
INFO 2025-12-06 17:14:06,031 basehttp 213 "POST /case/run/ HTTP/1.1" 200 7019
INFO 2025-12-06 17:14:37,673 basehttp 213 "GET /interface/?project=1&page=1&size=10 HTTP/1.1" 200 231
INFO 2025-12-06 17:14:50,048 basehttp 213 "POST /case/run/ HTTP/1.1" 200 2665
INFO 2025-12-06 17:19:34,791 basehttp 213 "OPTIONS /login/ HTTP/1.1" 200 0
INFO 2025-12-06 17:19:35,325 basehttp 213 "POST /login/ HTTP/1.1" 200 750
INFO 2025-12-06 17:19:36,194 basehttp 213 "GET /project/?page=1&size=10 HTTP/1.1" 200 535
INFO 2025-12-06 17:19:40,300 basehttp 213 "GET /environment/?project=1 HTTP/1.1" 200 3145
INFO 2025-12-06 17:19:42,931 basehttp 213 "GET /interface/?project=1&page=1&size=10 HTTP/1.1" 200 231
INFO 2025-12-06 17:19:44,215 basehttp 213 "OPTIONS /plan/2/ HTTP/1.1" 200 0
INFO 2025-12-06 17:19:44,274 basehttp 213 "GET /plan/2/ HTTP/1.1" 200 285
INFO 2025-12-06 17:27:28,546 basehttp 213 "POST /login/ HTTP/1.1" 200 750
INFO 2025-12-06 17:27:29,013 basehttp 213 "GET /project/?page=1&size=10 HTTP/1.1" 200 535
INFO 2025-12-06 17:27:30,813 basehttp 213 "GET /environment/?project=1 HTTP/1.1" 200 3145
INFO 2025-12-06 17:27:42,119 basehttp 213 "GET /interface/?project=1&page=1&size=10 HTTP/1.1" 200 231
INFO 2025-12-06 17:28:08,715 basehttp 213 "OPTIONS /interface/ HTTP/1.1" 200 0
INFO 2025-12-06 17:28:08,774 basehttp 213 "POST /interface/ HTTP/1.1" 201 163
INFO 2025-12-06 17:28:08,820 basehttp 213 "GET /interface/?project=1&page=1&size=10 HTTP/1.1" 200 411
INFO 2025-12-06 17:28:38,130 basehttp 213 "OPTIONS /case/ HTTP/1.1" 200 0
INFO 2025-12-06 17:28:38,188 basehttp 213 "POST /case/ HTTP/1.1" 201 565
INFO 2025-12-06 17:28:38,194 basehttp 213 "OPTIONS /interface/?project=1&page=1&size=1000 HTTP/1.1" 200 0
INFO 2025-12-06 17:28:38,231 basehttp 213 "GET /interface/?project=1&page=1&size=1000 HTTP/1.1" 200 432
INFO 2025-12-06 17:28:38,243 basehttp 213 "OPTIONS /case/1/ HTTP/1.1" 200 0
INFO 2025-12-06 17:28:38,297 basehttp 213 "GET /case/1/ HTTP/1.1" 200 727
INFO 2025-12-06 17:29:17,665 basehttp 213 "OPTIONS /record/?project=1&page=1&size=10 HTTP/1.1" 200 0
INFO 2025-12-06 17:29:17,729 basehttp 213 "GET /record/?project=1&page=1&size=10 HTTP/1.1" 200 211
INFO 2025-12-06 17:29:31,080 basehttp 213 "GET /scene/?project=1 HTTP/1.1" 200 139
INFO 2025-12-06 17:29:31,135 basehttp 213 "GET /step/?scene=1&page=1&size=10 HTTP/1.1" 200 52
INFO 2025-12-06 17:29:43,542 basehttp 213 "GET /interface/?project=1&page=1&size=10 HTTP/1.1" 200 432
